Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
Gazimağusa,300190429,FİNANS VE BANKACILIK,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,"249,6074",811.300,8,8,0,"100,0%",-197.001,-,"236,7695",1.008.301,8,8,-,"100,0%",-
Bilecik,101990046,FİNANS VE BANKACILIK,Devlet,Bilecik Şeyh Edebali Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"249,4104",813.600,70,70,0,"100,0%",-188.481,"c
-","237,2285",1.002.081,70,70,-,"100,0%",-
Sivas,102690213,FİNANS VE BANKACILIK,Devlet,Sivas Cumhuriyet Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"247,1582",839.700,80,80,0,"100,0%",-185.064,-,"235,5974",1.024.764,80,80,-,"100,0%",-
Niğde,108190127,FİNANS VE BANKACILIK,Devlet,Niğde Ömer Halisdemir Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"246,2264",850.700,80,80,0,"100,0%",".
-181.034",-,"235,1110",1.031.734,80,80,-,"100,0%",-
Lefkoşa,300590389,FİNANS VE BANKACILIK,Kıbrıs,Yakın Doğu Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"243,6819",880.500,5,5,0,"100,0%",-124.692,-,"237,0025",1.005.192,5,5,-,"100,0%",-
Çankırı,102890071,FİNANS VE BANKACILIK,Devlet,Çankırı Karatekin Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"242,1361",898.700,40,40,0,"m
100,0%",-136.508,-,"234,8696",1.035.208,40,40,-,"100,0%",-
Giresun,104590128,FİNANS VE BANKACILIK,Devlet,Giresun Ü.,Görele Uygulamalı Bilimler Y.O.,Örgün,-,"241,9081",901.500,50,50,0,"100,0%",-198.744,-,"230,2865",1.100.244,50,50,-,"100,0%",-
Zonguldak,110390172,FİNANS VE BANKACILIK,Devlet,Zonguldak Bülent Ecevit Ü.,Uygulamalı Bilimler Y.O.,Örgün,-,"241,2518",909.100,65,65,0,"100,0%",-201.970,-,"229,5264",1.111.070,65,65,-,"100,0%",-
Karabük,106190102,FİNANS VE BANKACILIK,Devlet,Karabük Ü.,İşletme Fak.,Örgün,-,"239,4502",930.400,60,"i
60",0,"100,0%",-164.670,-,"230,6455",1.095.070,60,60,-,"100,0%",-
Çorum,105190094,FİNANS VE BANKACILIK,Devlet,Hitit Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"238,8910",937.200,"l
50",50,0,"100,0%",-161.074,-,"230,4256",1.098.274,50,50,-,"100,0%",-
Yozgat,102390208,FİNANS VE BANKACILIK,Devlet,Yozgat Bozok Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"236,6296",963.800,30,30,0,"100,0%",-222.785,-,"224,2296",1.186.585,30,30,-,"100,0%",-
Rize,108790068,FİNANS VE BANKACILIK,Devlet,Recep Tayyip Erdoğan Ü.,Fındıklı Uygulamalı Bilimler Y.O.,Örgün,-,"233,1849","a
1.004.000",70,70,0,"100,0%",-149.179,-,"226,5784",1.153.179,70,70,-,"100,0%",-
Artvin,101370356,FİNANS VE BANKACILIK,Devlet,Artvin Çoruh Ü.,İşletme Fak.,Örgün,-,"232,4216",1.013.000,40,40,0,"100,0%",-233.734,-,"220,0105",1.246.734,40,40,-,"100,0%",-
Erzincan,103690089,FİNANS VE BANKACILIK,Devlet,Erzincan Binali Yıldırım Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"s
232,2264",1.015.000,50,50,0,"100,0%",-182.200,-,"223,4818",1.197.200,50,50,-,"100,0%",-
K.Maraş,106090116,FİNANS VE BANKACILIK,Devlet,Kahramanmaraş Sütçü İmam Ü.,Göksun Uygulamalı Bilimler Y.O.,Örgün,-,"232,1801",1.016.000,45,45,0,"100,0%",-187.161,-,"223,0563",1.203.161,45,45,-,"100,0%",-
Erzurum,101490403,FİNANS VE BANKACILIK,Devlet,Atatürk Ü.,Oltu Beşeri ve Sosyal Bilimler Fak.,Örgün,"n
-","224,2079",1.109.000,85,85,0,"100,0%",-134.794,-,"220,2160",1.243.794,85,85,-,"100,0%",-
Tunceli,109590045,FİNANS VE BANKACILIK,Devlet,Munzur Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"223,5615",1.116.000,50,50,0,"100,0%",-180.356,-,"216,4841",1.296.356,50,50,-,"100,0%",-
Sivas,102690214,FİNANS VE BANKACILIK,Devlet,Sivas Cumhuriyet Ü.,Zara Veysel Dursun Uygulamalı Bilimler Y.O.,"u
Örgün",-,"220,9544",1.146.000,50,50,0,"100,0%",-120.830,-,"218,5828",1.266.830,50,50,-,"100,0%",-
İstanbul,210401767,FİNANS VE BANKACILIK,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,-,"214,1493",1.220.000,50,50,0,"100,0%",-6.034,₺330.935,"221,4641",1.226.034,50,50,-,"100,0%",₺140.250
Bişkek,405210371,FİNANS VE BANKACILIK,Yabancı,Kırgızistan-Türkiye Manas Ü.,".
İktisadi ve İdari Bilimler Fak.",Örgün,-,"206,3118",1.298.000,6,6,0,"100,0%",46.018,-,"219,6360",1.251.982,6,6,-,"100,0%",-
Lefkoşa,300590553,FİNANS VE BANKACILIK,Kıbrıs,Yakın Doğu Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,"199,8547",1.355.000,5,5,0,"100,0%",-,₺289.938,-,Dolmadı,5,1,4,"20,0%",₺207.131
Lefke,300390311,FİNANS VE BANKACILIK,Kıbrıs,Lefke Avrupa Ü.,"w
İktisadi ve İdari Bilimler Fak.",Burslu,İng.,"195,9940",1.385.000,10,10,0,"100,0%",223.992,-,"226,0267",1.161.008,10,10,-,"100,0%",-
Girne,300790046,FİNANS VE BANKACILIK,Kıbrıs,Girne Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"194,1794",1.398.000,5,5,0,"100,0%",72.285,-,"214,3810",1.325.715,5,5,-,"100,0%",-
Girne,300290396,FİNANS VE BANKACILIK,Kıbrıs,Girne Amerikan Ü.,Uygulamalı Sosyal Bilimler Y.O.,Burslu,İng.,"168,8921",1.489.000,15,15,0,"100,0%",255.782,-,"220,9595",1.233.218,11,11,-,"100,0%",-
İstanbul,203490150,FİNANS VE BANKACILIK,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,%50 İnd.,İng.,-,Dolmadı,30,18,12,"60,0%",-,₺332.500,-,Dolmadı,27,26,1,"96,3%",₺170.000
İstanbul,210301438,FİNANS VE BANKACILIK,Vakıf,İstanbul Beykent Ü.,"w
İktisadi ve İdari Bilimler Fak.",%50 İnd.,-,-,Dolmadı,31,11,20,"35,5%",-,₺392.593,-,Dolmadı,34,26,8,"76,5%",₺234.000
İstanbul,202390196,FİNANS VE BANKACILIK,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,-,-,Dolmadı,38,9,29,"23,7%",-,₺302.000,-,Dolmadı,32,26,6,"81,3%",₺239.635
İstanbul,203490398,FİNANS VE BANKACILIK,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Ücretli,İng.,-,Dolmadı,8,5,3,"62,5%",-,₺665.000,"227,3787",1.141.788,7,7,-,"100,0%",₺340.000
İstanbul,210301452,FİNANS VE BANKACILIK,Vakıf,"w
İstanbul Beykent Ü.",İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,25,2,23,"8,0%",-,₺392.593,-,Dolmadı,42,6,36,"14,3%",₺234.000
Girne,300790139,FİNANS VE BANKACILIK,Kıbrıs,Girne Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,5,2,3,"40,0%",-,₺289.938,-,Dolmadı,5,2,3,"40,0%",₺215.131
Gazimağusa,300190622,FİNANS VE BANKACILIK,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Ücretli,İng.,-,Yer.Olmadı,6,0,6,"0,0%",-,₺428.348,-,Yer.Olmadı,12,-,-,"0,0%",₺259.372
Gazimağusa,300190720,FİNANS VE BANKACILIK,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Yer.Olmadı,6,0,6,"0,0%",-,₺214.174,-,Yeni,-,-,-,-,-
Girne,300290735,FİNANS VE BANKACILIK,Kıbrıs,Girne Amerikan Ü.,Uygulamalı Sosyal Bilimler Y.O.,%50 İnd.,İng.,-,Yer.Olmadı,15,0,15,"0,0%",-,₺186.213,-,Dolmadı,10,2,8,"20,0%",₺100.275
Lefke,300390523,FİNANS VE BANKACILIK,Kıbrıs,Lefke Avrupa Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Yer.Olmadı,10,0,10,"0,0%",-,₺161.500,-,Yer.Olmadı,10,-,-,"0,0%",₺110.000
Lefkoşa,301810011,FİNANS VE BANKACILIK,Kıbrıs,Rauf Denktaş Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,-,Yer.Olmadı,7,0,7,"0,0%",-,-,-,Dolmadı,4,3,1,"75,0%",-
Lefkoşa,301810031,FİNANS VE BANKACILIK,Kıbrıs,Rauf Denktaş Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Yer.Olmadı,3,0,3,"0,0%",-,₺75.000,-,Yer.Olmadı,2,-,-,"0,0%",₺214.500
Ankara,101111385,GAYRİMENKUL GELİŞTİRME VE YÖNETİMİ,Devlet,Ankara Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"300,1361",347.300,75,75,0,"100,0%",-44.336,-,"294,0463",391.636,75,75,-,"100,0%",-
Sinop,109190049,GAYRİMENKUL GELİŞTİRME VE YÖNETİMİ,Devlet,Sinop Ü.,Boyabat İktisadi ve İdari Bilimler Fak.,Örgün,-,"233,8747",996.400,30,30,0,"100,0%",-253.100,-,"219,8131",1.249.500,30,30,-,"100,0%",-
İstanbul,201290502,GRAFİK,Vakıf,Doğuş Ü.,Sanat ve Tasarım Fak.,Burslu,-,"310,3589",285.600,4,4,0,"100,0%",-12.028,-,"308,3331",297.628,4,4,-,"100,0%",-
Adana,102990330,GRAFİK,Devlet,Çukurova Ü.,Güzel Sanatlar Fak.,Örgün,-,"283,0197",474.900,45,45,0,"100,0%",28.059,-,"286,9272",446.841,45,45,-,"100,0%",-
İstanbul,201290509,GRAFİK,Vakıf,Doğuş Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,31,15,16,"48,4%",-,₺315.200,"212,7824",1.347.809,31,31,-,"100,0%",₺197.000
Genel,101490621,GRAFİK SANATLAR (AÖ),Devlet,Atatürk Ü.,Açık ve Uzaktan Öğretim Fak.,A.Ö.,-,"201,7617",1.339.000,2.000,2.000,0,"100,0%",-153.559,-,"201,5726",1.492.559,2.000,2.000,-,"100,0%",-
Ankara,202190182,GRAFİK TASARIMI,Vakıf,İhsan Doğramacı Bilkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,İng.,"454,3147",2.900,4,4,0,"100,0%",872,-,"469,4755",2.028,4,4,-,"100,0%",-
Ankara,200211589,GRAFİK TASARIMI,Vakıf,Atılım Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"351,1221",122.200,4,4,0,"100,0%",25.985,-,"362,0184",96.215,4,4,-,"100,0%",-
Ankara,200690222,GRAFİK TASARIMI,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Burslu,-,"339,8044",156.900,4,4,0,"100,0%",-,-,"o
-",Yeni,-,-,-,-,-
İstanbul,201490276,GRAFİK TASARIMI,Vakıf,Fatih Sultan Mehmet Vakıf Ü.,"Sanat, Tasarım ve Mimarlık Fak.",Burslu,-,"333,0141",181.100,8,8,0,"100,0%",19.771,-,"338,3546",161.329,8,8,-,"100,0%",-
Konya,204090129,GRAFİK TASARIMI,Vakıf,KTO Karatay Ü.,Güzel Sanatlar ve Tasarım Fak.,Burslu,-,"330,4543",191.100,6,6,0,"100,0%",-46.418,"c
-","319,5244",237.518,6,6,-,"100,0%",-
İstanbul,210302397,GRAFİK TASARIMI,Vakıf,İstanbul Beykent Ü.,Güzel Sanatlar Fak.,Burslu,İng.,"324,2912",216.800,5,5,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,200851597,GRAFİK TASARIMI,Vakıf,Beykoz Ü.,Sanat ve Tasarım Fak.,Burslu,-,"324,0391",217.900,5,5,0,"100,0%",".
6.466",-,"325,2910",211.434,5,5,-,"100,0%",-
İstanbul,201990225,GRAFİK TASARIMI,Vakıf,Haliç Ü.,Güzel Sanatlar Fak.,Burslu,-,"319,0039",240.900,8,8,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,210301347,GRAFİK TASARIMI,Vakıf,İstanbul Beykent Ü.,Güzel Sanatlar Fak.,Burslu,-,"313,2066",270.100,9,9,0,"m
100,0%",38.241,-,"320,7273",231.859,10,10,-,"100,0%",-
İstanbul,202390255,GRAFİK TASARIMI,Vakıf,İstanbul Arel Ü.,Güzel Sanatlar Fak.,Burslu,-,"312,7715",272.400,6,6,0,"100,0%",4.787,-,"313,6159",267.613,5,5,-,"100,0%",-
İstanbul,202790084,GRAFİK TASARIMI,Vakıf,İstanbul Gelişim Ü.,Güzel Sanatlar Fak.,Burslu,-,"302,2991",333.200,8,8,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Nevşehir,203851992,GRAFİK TASARIMI,Vakıf,Kapadokya Ü.,"Mimarlık, Tasarım ve Güzel Sanatlar Fak.",Burslu,-,"299,1689",353.800,5,"i
5",0,"100,0%",-129.766,-,"282,5292",483.566,5,5,-,"100,0%",-
Giresun,104590169,GRAFİK TASARIMI,Devlet,Giresun Ü.,Görele Güzel Sanatlar Fak.,Örgün,-,"266,3541",629.000,"l
40",40,0,"100,0%",66.547,-,"273,9584",562.453,40,40,-,"100,0%",-
Ankara,202190181,GRAFİK TASARIMI,Vakıf,İhsan Doğramacı Bilkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,Ücretli,İng.,"248,2853",826.600,5,5,0,"100,0%",637.536,₺950.000,"330,7174",189.064,5,5,-,"100,0%",₺620.000
Ankara,202190183,GRAFİK TASARIMI,Vakıf,İhsan Doğramacı Bilkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,%50 İnd.,İng.,"245,4676","a
859.500",26,26,0,"100,0%",713.162,₺475.000,"343,0760",146.338,26,26,-,"100,0%",₺310.000
Konya,204090130,GRAFİK TASARIMI,Vakıf,KTO Karatay Ü.,Güzel Sanatlar ve Tasarım Fak.,%50 İnd.,-,"205,6525",1.304.000,21,21,0,"100,0%",688.004,₺254.100,"268,6180",615.996,20,20,-,"100,0%",₺154.000
Ankara,200211598,GRAFİK TASARIMI,Vakıf,Atılım Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,%50 İnd.,-,"s
-",Dolmadı,31,24,7,"77,4%",-,₺425.000,"236,4221",1.013.167,31,31,-,"100,0%",₺287.500
İstanbul,201490290,GRAFİK TASARIMI,Vakıf,Fatih Sultan Mehmet Vakıf Ü.,"Sanat, Tasarım ve Mimarlık Fak.",%50 İnd.,-,-,Dolmadı,51,21,30,"41,2%",-,₺348.428,"221,2684",1.228.814,30,30,-,"100,0%",₺186.325
Ankara,200690028,GRAFİK TASARIMI,Vakıf,Başkent Ü.,Güzel Sanatlar Tasarım ve Mimarlık Fak.,%50 İnd.,"n
-",-,Dolmadı,14,13,1,"92,9%",-,₺455.000,-,Yeni,-,-,-,-,-
İstanbul,210301354,GRAFİK TASARIMI,Vakıf,İstanbul Beykent Ü.,Güzel Sanatlar Fak.,%50 İnd.,-,-,Dolmadı,65,12,53,"18,5%",-,₺414.815,"195,6664",1.557.938,69,69,-,"100,0%",₺247.333
İstanbul,202390262,GRAFİK TASARIMI,Vakıf,İstanbul Arel Ü.,Güzel Sanatlar Fak.,"u
%50 İnd.",-,-,Dolmadı,41,10,31,"24,4%",-,₺330.500,"188,4166",1.622.888,34,34,-,"100,0%",₺239.625
İstanbul,201990385,GRAFİK TASARIMI,Vakıf,Haliç Ü.,Güzel Sanatlar Fak.,%25 İnd.,-,-,Dolmadı,45,8,37,"17,8%",-,₺360.000,-,Yeni,-,-,-,-,-
Konya,204090202,GRAFİK TASARIMI,Vakıf,KTO Karatay Ü.,".
Güzel Sanatlar ve Tasarım Fak.",Ücretli,-,-,Dolmadı,21,8,13,"38,1%",-,₺508.200,"189,5044",1.614.494,22,22,-,"100,0%",₺308.000
İstanbul,200851598,GRAFİK TASARIMI,Vakıf,Beykoz Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,34,7,27,"20,6%",-,₺472.000,"198,3656",1.529.346,34,34,-,"100,0%",₺261.050
Nevşehir,203851999,GRAFİK TASARIMI,Vakıf,Kapadokya Ü.,"w
Mimarlık, Tasarım ve Güzel Sanatlar Fak.",%50 İnd.,-,-,Dolmadı,34,7,27,"20,6%",-,₺247.500,-,Dolmadı,34,12,22,"35,3%",₺137.500
İstanbul,202790093,GRAFİK TASARIMI,Vakıf,İstanbul Gelişim Ü.,Güzel Sanatlar Fak.,%50 İnd.,-,-,Dolmadı,51,5,46,"9,8%",-,₺437.633,-,Yeni,-,-,-,-,-
İstanbul,201991105,GRAFİK TASARIMI,Vakıf,Haliç Ü.,Güzel Sanatlar Fak.,Ücretli,-,-,Dolmadı,6,4,2,"66,7%",-,₺480.000,-,Yeni,-,-,-,-,-
İstanbul,210302404,GRAFİK TASARIMI,Vakıf,İstanbul Beykent Ü.,Güzel Sanatlar Fak.,%50 İnd.,İng.,-,Dolmadı,34,4,30,"11,8%",-,₺414.815,-,Yeni,-,-,-,-,-
Ankara,200690019,GRAFİK TASARIMI,Vakıf,Başkent Ü.,"w
Güzel Sanatlar Tasarım ve Mimarlık Fak.",Ücretli,-,-,Dolmadı,9,2,7,"22,2%",-,₺910.000,-,Yeni,-,-,-,-,-
Üsküp,409610204,GRAFİK TASARIMI,Yabancı,Uluslararası Balkan Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,5,1,4,"20,0%",-,Bak,-,Dolmadı,5,2,3,"40,0%",₺53.685
Üsküp,409610213,GRAFİK TASARIMI,Yabancı,Uluslararası Balkan Ü.,Sanat ve Tasarım Fak.,%25 İnd.,-,-,Dolmadı,5,1,4,"20,0%",-,Bak,-,Yer.Olmadı,5,-,-,"0,0%",₺80.528
Üsküp,409610197,GRAFİK TASARIMI,Yabancı,"w
Uluslararası Balkan Ü.",Sanat ve Tasarım Fak.,Ücretli,-,-,Yer.Olmadı,5,0,5,"0,0%",-,Bak,-,Dolmadı,10,1,9,"10,0%",₺107.370
Mersin,112070688,GÜMRÜK İŞLETME,Devlet,Tarsus Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"294,0754",388.800,45,45,0,"100,0%",-62.106,-,"286,4263",450.906,45,45,-,"100,0%",-
Muğla,107690289,GÜMRÜK İŞLETME,Devlet,Muğla Sıtkı Koçman Ü.,Seydikemer Uygulamalı Bilimler Y.O.,Örgün,-,"284,4824",462.800,40,40,0,"100,0%",-34.137,-,"281,0026",496.937,40,40,-,"100,0%",-
Edirne,109410606,GÜMRÜK İŞLETME,Devlet,Trakya Ü.,Keşan Yusuf Çapraz Uygulamalı Bilimler Y.O.,Örgün,-,"264,9643",643.500,60,60,0,"100,0%",-77.513,-,"259,0810",721.013,60,60,-,"100,0%",-
Burdur,107390107,GÜMRÜK İŞLETME,Devlet,Burdur Mehmet Akif Ersoy Ü.,Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Y.O.,Örgün,-,"262,2041",672.300,60,60,0,"100,0%",-55.996,-,"258,4535",728.296,60,60,-,"100,0%",-
Bayburt,101890064,GÜMRÜK İŞLETME,Devlet,Bayburt Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"250,4232",802.000,40,40,0,"100,0%",-41.942,-,"249,0196",843.942,40,40,-,"100,0%",-
Iğdır,105290144,GÜMRÜK İŞLETME,Devlet,Iğdır Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"235,6232",975.900,55,55,0,"100,0%",-75.750,-,"233,7141",1.051.650,55,55,-,"100,0%",-
İstanbul,204811032,HAVACILIK YÖNETİMİ,Vakıf,Özyeğin Ü.,Havacılık ve Uzay Bilimleri Fak.,Burslu,İng.,"460,6731",2.330,6,6,0,"100,0%",107,-,"466,8711",2.223,6,6,-,"100,0%",-
Ankara,205710923,HAVACILIK YÖNETİMİ,Vakıf,Türk Hava Kurumu Ü.,İşletme Fak.,Burslu,İng.,"393,3678",38.000,10,10,0,"100,0%",-20.889,-,"381,7773",58.889,8,8,-,"100,0%",-
Ankara,200211517,HAVACILIK YÖNETİMİ,Vakıf,Atılım Ü.,Sivil Havacılık Y.O.,Burslu,İng.,"381,0169",56.100,4,4,0,"100,0%",-18.248,-,"372,7164",74.348,3,3,-,"100,0%",-
İstanbul,202512384,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Bilgi Ü.,Uygulamalı Bilimler Fak.,Burslu,-,"378,8858",59.800,7,7,0,"100,0%",-16.120,-,"371,8582",75.920,4,4,-,"100,0%",-
Eskişehir,112411314,HAVACILIK YÖNETİMİ,Devlet,Eskişehir Teknik Ü.,Havacılık ve Uzay Bilimleri Fak.,Örgün,-,"371,2957",74.200,60,60,0,"100,0%",-34.833,-,"356,5693",109.033,60,60,-,"100,0%",-
İstanbul,203190953,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Medipol Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,İng.,"366,0244",85.200,10,10,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,202412701,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Aydın Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"365,8752",85.600,11,11,0,"100,0%",-36.766,-,"351,4067",122.366,10,10,-,"100,0%",-
İstanbul,203190080,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Medipol Ü.,İşletme ve Yönetim Bilimleri Fak.,Burslu,-,"362,3087",93.700,8,8,0,"100,0%",-36.419,-,"348,5775",130.119,6,6,-,"100,0%",-
İstanbul,203411312,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Ticaret Ü.,İşletme Fak.,Burslu,-,"358,0866",103.900,8,8,0,"100,0%",-45.526,-,"342,0882",149.426,7,7,-,"100,0%",-
İstanbul,202791222,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Gelişim Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"354,4728",112.900,5,5,0,"100,0%",-40.402,-,"340,8383",153.302,5,5,-,"100,0%",-
Kocaeli,106910822,HAVACILIK YÖNETİMİ,Devlet,Kocaeli Ü.,Havacılık ve Uzay Bilimleri Fak.,Örgün,-,"352,4467",118.500,75,75,0,"100,0%",-44.993,-,"337,7060",163.493,75,75,-,"100,0%",-
İstanbul,204790521,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Okan Ü.,Uygulamalı Bilimler Fak.,Burslu,-,"351,7204",120.500,6,6,0,"100,0%",-31.750,-,"341,1666",152.250,6,6,-,"100,0%",-
İstanbul,202712628,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Gelişim Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"346,1689",136.500,8,8,0,"100,0%",-16.802,-,"340,8383","m
153.302",5,5,-,"100,0%",-
İstanbul,210401816,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,İng.,"344,7662",140.800,10,10,0,"100,0%",-29.237,-,"335,8012",170.037,5,5,-,"100,0%",-
İstanbul,202712452,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Gelişim Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"342,9201",146.600,8,8,0,"100,0%",-36.637,-,"332,2292",183.237,6,6,-,"100,0%",-
İstanbul,201490234,HAVACILIK YÖNETİMİ,Vakıf,Fatih Sultan Mehmet Vakıf Ü.,İnsan ve Toplum Bilimleri Fak.,Burslu,-,"342,2076",148.900,8,8,0,"100,0%",-41.574,-,"o
330,3416",190.474,5,5,-,"100,0%",-
İstanbul,200810073,HAVACILIK YÖNETİMİ,Vakıf,Beykoz Ü.,Sivil Havacılık Y.O.,Burslu,İng.,"341,8792",150.000,4,4,0,"100,0%",-32.187,-,"332,5100",182.187,3,3,-,"100,0%",-
İstanbul,202790577,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Gelişim Ü.,Uygulamalı Bilimler Fak.,Burslu,-,"341,6079",150.900,10,10,0,"100,0%",-37.787,"c
-","330,8157",188.687,5,5,-,"100,0%",-
Gaziantep,201650500,HAVACILIK YÖNETİMİ,Vakıf,Hasan Kalyoncu Ü.,Havacılık ve Uzay Bilimleri Fak.,Burslu,-,"339,1616",159.100,4,4,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
Kayseri,103511075,HAVACILIK YÖNETİMİ,Devlet,Erciyes Ü.,Havacılık ve Uzay Bilimleri Fak.,Örgün,-,"338,3775",161.800,75,75,0,"100,0%",".
-43.632",-,"326,6890",205.432,75,75,-,"100,0%",-
İstanbul,205090102,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Topkapı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"336,1580",169.600,8,8,0,"100,0%",-26.924,-,"328,8145",196.524,5,5,-,"100,0%",-
İstanbul,210401795,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"335,4616",172.100,10,10,0,"m
100,0%",-20.847,-,"329,7117",192.947,5,5,-,"100,0%",-
Muğla,107610804,HAVACILIK YÖNETİMİ,Devlet,Muğla Sıtkı Koçman Ü.,Dalaman Sivil Havacılık Y.O.,Örgün,-,"333,2348",180.200,70,70,0,"100,0%",-39.623,-,"323,3855",219.823,70,70,-,"100,0%",-
İstanbul,208151154,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Rumeli Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"333,0253",181.000,4,4,0,"100,0%",-20.728,-,"327,5664",201.728,4,4,-,"100,0%",-
İstanbul,202390205,HAVACILIK YÖNETİMİ,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,-,"332,9405",181.300,8,"i
8",0,"100,0%",-35.183,-,"324,1357",216.483,4,4,-,"100,0%",-
Nevşehir,203851898,HAVACILIK YÖNETİMİ,Vakıf,Kapadokya Ü.,Uygulamalı Bilimler Y.O.,Burslu,-,"332,0642",184.800,"l
10",10,0,"100,0%",-47.745,-,"320,5833",232.545,10,10,-,"100,0%",-
Gaziantep,104290139,HAVACILIK YÖNETİMİ,Devlet,Gaziantep Ü.,Havacılık ve Uzay Bilimleri Fak.,Örgün,İng.,"330,9585",189.100,65,65,0,"100,0%",-57.008,-,"317,7672",246.108,65,65,-,"100,0%",-
