Sehir,Id,bolum_adi,Tur,Universite,Fakülte,Ogrenim_sekli,Ozellik,2025_Taban_Puan,2025_Taban_Sıralama,2025_Kontenjan,2025_Dolu_Kontenjan,2025_Bos_Kontenjan,2025_Kontenjan_Orani,2025_Sıralama_Degisim_Orani,2025_Ucret,2024_TabanPuani,2024_TabanSıralama,2024_Kontenjan,2024_Dolu_Kontenjan,2024_Bos_Kontenjan,2024_Kontenjan_Orani,2024_Ucret
Ankara,101190752,MALİYE,Devlet,Ankara Ü.,Siyasal Bilgiler Fak.,Örgün,-,"383,4608",52.200,50,50,0,"100,0%",-37.217,-,"365,0996",89.417,70,70,-,"100,0%",-
Ankara,104810441,MALİYE,Devlet,Hacettepe Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"379,6601",58.400,60,60,0,"100,0%",".
-37.944",-,"361,9689",96.344,80,80,-,"100,0%",-
Ankara,200211395,MALİYE,Vakıf,Atılım Ü.,İşletme Fak.,Burslu,-,"362,1563",94.000,3,3,0,"100,0%",-64.783,-,"339,1360",158.783,3,3,-,"100,0%",-
İstanbul,105610564,MALİYE,Devlet,İstanbul Ü.,İktisat Fak.,Örgün,-,"357,7805",104.600,65,65,0,"m
100,0%",-69.058,-,"334,8034",173.658,115,115,-,"100,0%",-
İstanbul,107210447,MALİYE,Devlet,Marmara Ü.,İktisat Fak.,Örgün,-,"351,7354",120.500,70,70,0,"100,0%",-64.877,-,"331,6844",185.377,95,95,-,"100,0%",-
Ankara,111710475,MALİYE,Devlet,Ankara Hacı Bayram Veli Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"346,6757",135.000,120,120,0,"100,0%",-62.591,-,"328,5526",197.591,120,120,-,"100,0%",-
İstanbul,105490183,MALİYE,Devlet,İstanbul Medeniyet Ü.,Siyasal Bilgiler Fak.,Örgün,İng.,"344,1113",142.900,30,"i
30",0,"100,0%",-58.811,-,"327,5686",201.711,40,40,-,"100,0%",-
İstanbul,105490101,MALİYE,Devlet,İstanbul Medeniyet Ü.,Siyasal Bilgiler Fak.,Örgün,-,"341,2384",152.100,"l
40",40,0,"100,0%",-60.216,-,"325,0898",212.316,60,60,-,"100,0%",-
Ankara,110010095,MALİYE,Devlet,Ankara Yıldırım Beyazıt Ü.,Siyasal Bilgiler Fak.,Örgün,İng.,"340,9002",153.200,50,50,0,"100,0%",-68.979,-,"322,8660",222.179,70,70,-,"100,0%",-
İzmir,103110363,MALİYE,Devlet,Dokuz Eylül Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"331,7657","a
185.900",100,100,0,"100,0%",-84.723,-,"313,0534",270.623,130,130,-,"100,0%",-
Eskişehir,101010325,MALİYE,Devlet,Anadolu Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"329,7977",193.700,80,80,0,"100,0%",-92.913,-,"310,2000",286.613,110,110,-,"100,0%",-
Antalya,100710181,MALİYE,Devlet,Akdeniz Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"s
326,4625",207.500,50,50,0,"100,0%",-119.121,-,"303,5515",326.621,90,90,-,"100,0%",-
Eskişehir,103810153,MALİYE,Devlet,Eskişehir Osmangazi Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"324,4457",216.100,50,50,0,"100,0%",-111.367,-,"303,4175",327.467,90,90,-,"100,0%",-
Bursa,109710278,MALİYE,Devlet,Bursa Uludağ Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,"n
-","323,0888",222.000,100,100,0,"100,0%",-116.550,-,"301,6683",338.550,150,150,-,"100,0%",-
İzmir,105761134,MALİYE,Devlet,İzmir Katip Çelebi Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"315,9220",256.300,60,60,0,"100,0%",-142.406,-,"293,0843",398.706,80,80,-,"100,0%",-
Sakarya,108810262,MALİYE,Devlet,Sakarya Ü.,Siyasal Bilgiler Fak.,"u
Örgün",-,"311,7415",278.000,70,70,0,"100,0%",-124.101,-,"292,6204",402.101,95,95,-,"100,0%",-
İzmir,111110055,MALİYE,Devlet,İzmir Demokrasi Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"308,0470",298.500,40,40,0,"100,0%",-139.356,-,"288,0451",437.856,70,70,-,"100,0%",-
Adana,102910234,MALİYE,Devlet,Çukurova Ü.,".
İktisadi ve İdari Bilimler Fak.",Örgün,-,"307,8036",299.900,40,40,0,"100,0%",-135.509,-,"288,3471",435.409,85,85,-,"100,0%",-
Denizli,108610237,MALİYE,Devlet,Pamukkale Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"306,5623",307.200,60,60,0,"100,0%",-141.055,-,"286,7524",448.255,90,90,-,"100,0%",-
Mersin,107410251,MALİYE,Devlet,Mersin Ü.,"w
İktisadi ve İdari Bilimler Fak.",Örgün,-,"304,0990",321.900,50,50,0,"100,0%",-164.694,-,"282,1770",486.594,70,70,-,"100,0%",-
Aydın,100390411,MALİYE,Devlet,Aydın Adnan Menderes Ü.,Siyasal Bilgiler Fak.,Örgün,-,"301,8425",336.100,50,50,0,"100,0%",-155.741,-,"281,5825",491.841,70,70,-,"100,0%",-
Gaziantep,104290224,MALİYE,Devlet,Gaziantep Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"301,5163",338.200,40,40,0,"100,0%",-158.278,-,"281,0560",496.478,50,50,-,"100,0%",-
Bolu,100110451,MALİYE,Devlet,Bolu Abant İzzet Baysal Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"298,8918",355.700,60,60,0,"100,0%",-198.706,-,"274,7914",554.406,80,80,-,"100,0%",-
Tekirdağ,107910467,MALİYE,Devlet,Tekirdağ Namık Kemal Ü.,"w
İktisadi ve İdari Bilimler Fak.",Örgün,-,"297,9776",362.000,50,50,0,"100,0%",-214.209,-,"272,5542",576.209,65,65,-,"100,0%",-
Kayseri,103510262,MALİYE,Devlet,Erciyes Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"297,3490",366.100,70,70,0,"100,0%",-150.925,-,"278,7816",517.025,90,90,-,"100,0%",-
Antalya,110590113,MALİYE,Devlet,Alanya Alaaddin Keykubat Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Örgün,-,"296,9387",368.800,40,40,0,"100,0%",-200.254,-,"273,2667",569.054,60,60,-,"100,0%",-
Balıkesir,101510559,MALİYE,Devlet,"w
Balıkesir Ü.",İktisadi ve İdari Bilimler Fak.,Örgün,-,"295,9103",375.900,50,50,0,"100,0%",-211.429,-,"271,4292",587.329,75,75,-,"100,0%",-
Kırıkkale,106610428,MALİYE,Devlet,Kırıkkale Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"295,2414",380.600,60,60,0,"100,0%",-170.168,-,"275,1830",550.768,70,70,-,"100,0%",-
Manisa,102510141,MALİYE,Devlet,Manisa Celâl Bayar Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"291,7545",405.700,80,80,0,"100,0%",-235.885,-,"266,1733",641.585,125,125,-,"100,0%",-
Isparta,109210186,MALİYE,Devlet,Süleyman Demirel Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"289,5678",422.100,70,70,0,"100,0%",-211.585,-,"266,9253",633.685,100,100,-,"100,0%",-
Balıkesir,110610062,MALİYE,Devlet,Bandırma Onyedi Eylül Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"289,2189",424.900,60,60,0,"100,0%",-252.667,-,"262,8768",677.567,90,90,-,"100,0%",-
Trabzon,106210292,MALİYE,Devlet,Karadeniz Teknik Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"289,0042",426.500,80,80,0,"100,0%",-260.771,-,"262,0323",687.271,140,140,-,"100,0%",-
Çanakkale,102710475,MALİYE,Devlet,Çanakkale Onsekiz Mart Ü.,Biga İktisadi ve İdari Bilimler Fak.,Örgün,-,"288,2050",432.500,70,70,0,"100,0%",-193.977,-,"267,6087",626.477,95,95,-,"100,0%",-
Edirne,109410509,MALİYE,Devlet,Trakya Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"287,3580",439.300,50,50,0,"100,0%",-223.860,-,"264,1595",663.160,70,70,-,"100,0%",-
Konya,107090219,MALİYE,Devlet,Necmettin Erbakan Ü.,Siyasal Bilgiler Fak.,Örgün,-,"286,0625",449.700,50,50,0,"100,0%",-208.088,-,"264,6577",657.788,70,70,-,"100,0%",-
Aydın,100310246,MALİYE,Devlet,Aydın Adnan Menderes Ü.,Nazilli İktisadi ve İdari Bilimler Fak.,Örgün,-,"283,0133",475.000,60,60,0,"100,0%",-238.400,-,"259,7363",713.400,105,105,-,"100,0%",-
Konya,108911674,MALİYE,Devlet,Selçuk Ü.,Akşehir İktisadi ve İdari Bilimler Fak.,Örgün,-,"278,1286",517.500,40,40,0,"100,0%",-365.111,-,"246,0407",882.611,85,85,-,"100,0%",-
Afyon,100410193,MALİYE,Devlet,Afyon Kocatepe Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"277,5863",522.200,60,60,0,"100,0%",-249.282,-,"254,8305",771.482,90,90,-,"100,0%",-
Zonguldak,110310074,MALİYE,Devlet,Zonguldak Bülent Ecevit Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"274,8436",547.000,60,60,0,"100,0%",-324.461,-,"246,8962",871.461,80,80,-,"100,0%",-
Malatya,105310585,MALİYE,Devlet,İnönü Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"271,4361",578.700,40,40,0,"100,0%",-410.067,-,"238,1877",988.767,65,65,-,"100,0%",-
Manisa,102510705,MALİYE,Devlet,Manisa Celâl Bayar Ü.,Salihli İktisadi ve İdari Bilimler Fak.,Örgün,-,"271,4303",578.800,40,40,0,"100,0%",-238.019,-,"251,1596",816.819,70,70,-,"100,0%",-
Uşak,109810117,MALİYE,Devlet,Uşak Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"270,4220",588.600,50,50,0,"100,0%",-308.669,-,"244,9311",897.269,75,75,-,"100,0%",-
Burdur,107390092,MALİYE,Devlet,Burdur Mehmet Akif Ersoy Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"269,6454",596.200,50,50,0,"100,0%",-294.406,-,"245,4397",890.606,70,70,-,"100,0%",-
Kırklareli,106770738,MALİYE,Devlet,Kırklareli Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"269,4119",598.600,50,50,0,"100,0%",-244.520,-,"249,0864",843.120,65,65,-,"100,0%",-
Kütahya,103210177,MALİYE,Devlet,Kütahya Dumlupınar Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"268,9864",602.800,90,90,0,"100,0%",-337.539,-,"241,7114",940.339,145,145,-,"100,0%",-
Hatay,107790209,MALİYE,Devlet,Hatay Mustafa Kemal Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"266,1037",631.600,40,40,0,"100,0%",-326.075,-,"240,4457",957.675,40,40,-,"100,0%",-
Bilecik,101910149,MALİYE,Devlet,Bilecik Şeyh Edebali Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"265,5863",637.000,60,60,0,"100,0%",-311.552,-,"241,1110",948.552,80,80,-,"100,0%",-
Şanlıurfa,105010101,MALİYE,Devlet,Harran Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"264,6124",647.100,40,40,0,"100,0%",-319.055,-,"239,8301",966.155,80,80,-,"100,0%",-
Aksaray,100810435,MALİYE,Devlet,Aksaray Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"264,5737",647.500,50,50,0,"100,0%",-308.479,-,"240,5681",955.979,60,60,-,"100,0%",-
Sivas,102610273,MALİYE,Devlet,Sivas Cumhuriyet Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"261,4343",680.500,60,60,0,"100,0%",-327.232,-,"236,8135",1.007.732,85,85,-,"100,0%",-
Rize,108790022,MALİYE,Devlet,Recep Tayyip Erdoğan Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"260,3585",691.800,50,50,0,"100,0%",-291.184,-,"238,5994",982.984,80,80,-,"100,0%",-
Niğde,108110472,MALİYE,Devlet,Niğde Ömer Halisdemir Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"257,6781",720.600,60,60,0,"100,0%",-294.101,-,"236,3131","m
1.014.701",80,80,-,"100,0%",-
Elazığ,103990108,MALİYE,Devlet,Fırat Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"256,3370",735.400,50,50,0,"100,0%",-319.724,-,"233,4665",1.055.124,70,70,-,"100,0%",-
Tokat,104310261,MALİYE,Devlet,Tokat Gaziosmanpaşa Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"255,1904",748.200,50,50,0,"100,0%",-307.204,-,"233,4471",1.055.404,75,75,-,"100,0%",-
Kırşehir,100690070,MALİYE,Devlet,Kırşehir Ahi Evran Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"253,8947",762.900,50,50,0,"100,0%",-283.600,-,"o
234,0727",1.046.500,65,65,-,"100,0%",-
Çorum,105110075,MALİYE,Devlet,Hitit Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"243,5548",881.800,60,60,0,"100,0%",-234.098,-,"229,1888",1.115.898,75,75,-,"100,0%",-
Yozgat,102390060,MALİYE,Devlet,Yozgat Bozok Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"243,2575",885.000,40,40,0,"100,0%",-243.933,"c
-","228,2798",1.128.933,50,50,-,"100,0%",-
Gümüşhane,104710266,MALİYE,Devlet,Gümüşhane Ü.,Gümüşhane İktisadi ve İdari Bilimler Fak.,Örgün,-,"240,7966",914.300,50,50,0,"100,0%",-279.064,-,"223,7532",1.193.364,65,65,-,"100,0%",-
Siirt,109010276,MALİYE,Devlet,Siirt Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"234,9112",984.300,40,40,0,"100,0%",".
-285.251",-,"218,3857",1.269.551,40,40,-,"100,0%",-
Hakkari,104970164,MALİYE,Devlet,Hakkari Ü.,İktisadi ve İdari Bilimler Fak.,Örgün,-,"216,8610",1.191.000,35,35,0,"100,0%",-154.009,-,"212,9848",1.345.009,35,35,-,"100,0%",-
Ankara,200211402,MALİYE,Vakıf,Atılım Ü.,İşletme Fak.,%50 İnd.,-,-,Dolmadı,25,18,7,"m
72,0%",-,₺425.000,"247,5534",862.972,25,25,-,"100,0%",₺287.500
Eskişehir,101090706,MALİYE (AÖ),Devlet,Anadolu Ü.,Açıköğretim Fak.,A.Ö.,-,"261,1395",683.600,"l
250",250,0,"100,0%",-398.821,-,"231,5275",1.082.421,600,600,-,"100,0%",-
İzmir,103490273,MODA TASARIMI,Devlet,Ege Ü.,Moda ve Tasarım Y.O.,Örgün,-,"s
314,0347",265.800,40,40,0,"100,0%",9.749,-,"315,7965",256.051,40,40,-,"100,0%",-
Ankara,111790317,MODA TASARIMI,Devlet,Ankara Hacı Bayram Veli Ü.,Sanat ve Tasarım Fak.,Örgün,-,"303,3485",326.500,30,30,0,"100,0%",704,-,"303,6819",325.796,30,30,-,"100,0%",-
Konya,108911347,MODA TASARIMI,Devlet,Selçuk Ü.,Mimarlık ve Tasarım Fak.,Örgün,"n
-","274,9380",546.100,45,45,0,"100,0%",1.692,-,"275,8512",544.408,45,45,-,"100,0%",-
Üsküp,409610783,MODA TASARIMI,Yabancı,Uluslararası Balkan Ü.,Sanat ve Tasarım Fak.,%50 İnd.,-,-,Dolmadı,5,2,3,"40,0%",-,Bak,-,Dolmadı,5,4,1,"80,0%",₺53.685
Üsküp,409610776,MODA TASARIMI,Yabancı,Uluslararası Balkan Ü.,Sanat ve Tasarım Fak.,"u
Ücretli",-,-,Yer.Olmadı,5,0,5,"0,0%",-,Bak,-,Yer.Olmadı,10,-,-,"0,0%",₺107.370
Üsküp,409610790,MODA TASARIMI,Yabancı,Uluslararası Balkan Ü.,Sanat ve Tasarım Fak.,%25 İnd.,-,-,Yer.Olmadı,5,0,5,"0,0%",-,Bak,-,Yer.Olmadı,5,-,-,"0,0%",₺80.528
Ankara,111712268,MODA TASARIMI (MTOK),Devlet,Ankara Hacı Bayram Veli Ü.,Sanat ve Tasarım Fak.,Örgün,-,"250,1624",804.900,20,20,0,"100,0%",-23.985,-,"250,1959",828.885,20,20,-,"100,0%",-
Ankara,200611504,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,Başkent Ü.,Ticari Bilimler Fak.,Burslu,-,"348,3038",130.200,4,4,0,"100,0%",-66.432,-,"328,7888",196.632,6,6,-,"100,0%",-
İstanbul,202491108,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Aydın Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"326,4798",207.400,7,7,0,"100,0%",-,-,-,Yeni,-,-,-,-,-
İstanbul,202410908,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,"w
İstanbul Aydın Ü.",İktisadi ve İdari Bilimler Fak.,Burslu,-,"325,4614",211.800,6,6,0,"100,0%",-20.678,-,"320,5950",232.478,5,5,-,"100,0%",-
İstanbul,202311634,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,-,"320,0509",235.900,4,4,0,"100,0%",-28.750,-,"314,1783",264.650,2,2,-,"100,0%",-
İstanbul,210402747,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Burslu,-,"313,3337",269.500,10,10,0,"100,0%",-49.770,-,"304,7315",319.270,4,4,-,"100,0%",-
İstanbul,210402754,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",Ücretli,-,"301,9274",335.500,1,1,0,"100,0%",-1.066.826,₺661.870,"208,7425",1.402.326,1,1,-,"100,0%",₺280.500
Kayseri,112310932,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Kayseri Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"278,7827",511.500,65,65,0,"100,0%",-139.446,-,"265,2988",650.946,65,65,-,"100,0%",-
Muğla,107690158,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Muğla Sıtkı Koçman Ü.,Seydikemer Uygulamalı Bilimler Y.O.,Örgün,-,"277,4125",523.800,30,30,0,"100,0%",-168.484,-,"261,5738",692.284,30,30,-,"100,0%",-
Konya,107010837,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Necmettin Erbakan Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"268,4862",607.700,65,65,0,"100,0%",-143.174,-,"256,5275",750.874,65,65,-,"100,0%",-
Gazimağusa,300190464,MUHASEBE VE FİNANS YÖNETİMİ,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,"266,2540",630.100,3,3,0,"100,0%",-18.824,-,"265,4885",648.924,2,2,-,"100,0%",-
Kütahya,103290209,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Kütahya Dumlupınar Ü.,Kütahya Uygulamalı Bilimler Fak.,Örgün,-,"259,2195",703.900,75,75,0,"100,0%",-155.528,-,"247,8323",859.428,75,75,-,"100,0%",-
Uşak,109890155,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Uşak Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"257,6170",721.300,40,40,0,"100,0%",-171.363,-,"245,2853",892.663,40,40,-,"100,0%",-
Bilecik,101990043,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Bilecik Şeyh Edebali Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"252,3931",779.600,45,45,0,"100,0%",-190.270,-,"239,5526",969.870,45,45,-,"100,0%",-
Edirne,109490284,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Trakya Ü.,Uzunköprü Uygulamalı Bilimler Y.O.,Örgün,-,"250,7026",798.800,40,40,0,"100,0%",-152.459,-,"240,9158",951.259,40,40,-,"100,0%",-
Isparta,112510892,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Isparta Uygulamalı Bilimler Ü.,Büyükkutlu Uygulamalı Bilimler Fak.,Örgün,-,"249,6134",811.300,45,45,0,"100,0%",-161.029,-,"239,3794",972.329,45,45,-,"100,0%",-
Afyon,100490218,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Afyon Kocatepe Ü.,Bolvadin Uygulamalı Bilimler Fak.,Örgün,-,"249,4680",812.900,30,30,0,"100,0%",-177.691,-,"238,0601",990.591,30,30,-,"100,0%",-
Kırklareli,106770746,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Kırklareli Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"247,9098",831.100,55,55,0,"100,0%",-177.435,-,"236,7529",1.008.535,55,55,-,"100,0%",-
Malatya,111570314,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Malatya Turgut Özal Ü.,Sosyal ve Beşeri Bilimler Fak.,Örgün,-,"244,0713",875.900,45,45,0,"100,0%",-210.673,-,"231,2357",1.086.573,45,45,-,"100,0%",-
Burdur,107310137,MUHASEBE VE FİNANS YÖNETİMİ,Devlet,Burdur Mehmet Akif Ersoy Ü.,Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Y.O.,Örgün,-,"243,7573",879.500,55,55,0,"100,0%",-192.732,-,"232,2512",1.072.232,55,55,-,"100,0%",-
Girne,300290401,MUHASEBE VE FİNANS YÖNETİMİ,Kıbrıs,Girne Amerikan Ü.,Uygulamalı Sosyal Bilimler Y.O.,Burslu,İng.,"200,5572",1.349.000,10,10,0,"100,0%",27.996,-,"214,7189",1.321.004,8,8,-,"100,0%",-
Ankara,200610693,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,Başkent Ü.,Ticari Bilimler Fak.,Ücretli,-,"195,6110",1.388.000,2,2,0,"100,0%",-,₺890.000,-,Yeni,-,-,-,-,-
İstanbul,210402761,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Nişantaşı Ü.,"İktisadi, İdari ve Sosyal Bilimler Fak.",%50 İnd.,-,-,Dolmadı,60,48,12,"80,0%",-,₺330.935,"212,3260",1.354.134,24,24,-,"100,0%",₺140.250
İstanbul,202490675,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Aydın Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,-,-,Dolmadı,42,26,16,"61,9%",-,₺300.000,"227,7409",1.136.608,34,34,-,"100,0%",₺150.000
Ankara,200610709,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,Başkent Ü.,Ticari Bilimler Fak.,%50 İnd.,-,-,Dolmadı,28,23,5,"82,1%",-,₺445.000,"227,5776",1.138.894,28,28,-,"100,0%",₺265.000
İstanbul,202390218,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Arel Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,-,-,Dolmadı,25,15,10,"60,0%",-,₺292.500,"198,4688",1.528.150,13,13,-,"100,0%",₺239.635
İstanbul,202491115,MUHASEBE VE FİNANS YÖNETİMİ,Vakıf,İstanbul Aydın Ü.,İktisadi ve İdari Bilimler Fak.,%50 İnd.,İng.,-,Dolmadı,42,3,39,"7,1%",-,₺300.000,-,Yeni,-,-,-,-,-
Gazimağusa,300190636,MUHASEBE VE FİNANS YÖNETİMİ,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Ücretli,İng.,-,Dolmadı,4,2,2,"50,0%",-,₺428.348,-,Dolmadı,8,2,6,"25,0%",₺259.372
Gazimağusa,300190734,MUHASEBE VE FİNANS YÖNETİMİ,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,%50 İnd.,İng.,-,Dolmadı,3,1,2,"33,3%",-,₺214.174,-,"m
Yeni",-,-,-,-,-
Girne,300290749,MUHASEBE VE FİNANS YÖNETİMİ,Kıbrıs,Girne Amerikan Ü.,Uygulamalı Sosyal Bilimler Y.O.,%50 İnd.,İng.,-,Yer.Olmadı,10,0,10,"0,0%",-,₺186.213,-,Dolmadı,12,2,10,"16,7%",₺100.275
İstanbul,105690851,MÜZECİLİK,Devlet,İstanbul Ü.,Edebiyat Fak.,Örgün,-,"291,9184",404.500,35,35,0,"100,0%",-29.069,"c
-","288,5780",433.569,35,35,-,"100,0%",-
İzmir,103110796,MÜZECİLİK,Devlet,Dokuz Eylül Ü.,Edebiyat Fak.,Örgün,-,"268,2742",610.000,40,40,0,"100,0%",-14.916,-,"267,7591",624.916,40,40,-,"100,0%",-
Denizli,108690259,ORGANİK TARIM İŞLETMECİLİĞİ,Devlet,Pamukkale Ü.,Uygulamalı Bilimler Fak.,Örgün,-,"227,8591",1.067.000,35,35,0,"100,0%",-25.236,-,"230,8416",1.092.236,35,35,-,"100,0%",-
Konya,108911514,ORGANİK TARIM İŞLETMECİLİĞİ,Devlet,Selçuk Ü.,Çumra Uygulamalı Bilimler Y.O.,Örgün,-,"219,4653",1.162.000,35,35,0,"100,0%",-72.709,-,"220,8510",1.234.709,35,35,-,"100,0%",-
Osmaniye,108570528,ORGANİK TARIM İŞLETMECİLİĞİ,Devlet,Osmaniye Korkut Ata Ü.,Kadirli Uygulamalı Bilimler Fak.,Örgün,-,"213,2395",1.229.000,45,"i
45",0,"100,0%",-125.668,-,"212,2855",1.354.668,45,45,-,"100,0%",-
İstanbul,204890174,OTEL YÖNETİCİLİĞİ,Vakıf,Özyeğin Ü.,Uygulamalı Bilimler Fak.,Burslu,İng.,"443,9850",4.120,4,4,0,"100,0%",-2.048,-,"442,3995",6.168,3,3,-,"100,0%",-
İstanbul,204890181,OTEL YÖNETİCİLİĞİ,Vakıf,Özyeğin Ü.,Uygulamalı Bilimler Fak.,%50 İnd.,İng.,"s
249,3306",814.500,31,31,0,"100,0%",63.458,₺422.800,"256,5142",751.042,25,25,-,"100,0%",₺290.000
İstanbul,202511932,PAZARLAMA,Vakıf,İstanbul Bilgi Ü.,İşletme Fak.,"u
Burslu",İng.,"387,9459",45.700,7,7,0,"100,0%",-20.567,-,"377,2261",66.267,7,7,-,"100,0%",-
Ankara,209110061,PAZARLAMA,Vakıf,Ostim Teknik Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"327,8057",201.800,7,7,0,"100,0%",-47.839,-,"317,0384",249.639,6,6,-,"100,0%",-
İstanbul,202990337,PAZARLAMA,Vakıf,Altınbaş Ü.,".
İşletme Fak.",Burslu,İng.,"324,5983",215.500,4,4,0,"100,0%",-77.799,-,"309,0619",293.299,4,4,-,"100,0%",-
Gazimağusa,300190432,PAZARLAMA,Kıbrıs,Doğu Akdeniz Ü.,İşletme ve Ekonomi Fak.,Burslu,İng.,"251,3940",790.900,7,7,0,"100,0%",-325.045,-,"229,1858",1.115.945,6,6,-,"100,0%",-
Bolu,100110654,PAZARLAMA,Devlet,Bolu Abant İzzet Baysal Ü.,"w
Gerede Uygulamalı Bilimler Fak.",Örgün,-,"248,4477",824.700,30,30,0,"100,0%",-242.472,-,"232,6132",1.067.172,45,45,-,"100,0%",-
Lefkoşa,300510445,PAZARLAMA,Kıbrıs,Yakın Doğu Ü.,İktisadi ve İdari Bilimler Fak.,Burslu,İng.,"209,9557",1.262.000,5,5,0,"100,0%",-131.052,-,"209,4390",1.393.052,5,5,-,"100,0%",-
İstanbul,202511941,PAZARLAMA,Vakıf,İstanbul Bilgi Ü.,İşletme Fak.,%50 İnd.,İng.,-,Dolmadı,42,40,2,"95,2%",-,₺595.000,"251,8366",808.440,42,42,-,"100,0%",₺348.750
