0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
İstanbul,208450755,Vakıf,İstinye Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"376,1743",130.500,5,5,0,"100,0%",,-11.540,,-,,"o
353,7135",142.040,5,5,-,"100,0%",,-
İstanbul,203111175,Vakıf,İstanbul Medipol Ü.,Sağlık Bilimleri Y.O.,Burslu,-,,"375,7255",131.100,13,13,0,"100,0%",,19.661,,-,,"375,0520",111.439,12,12,-,"100,0%",,-
Antalya,110590034,Devlet,Alanya Alaaddin Keykubat Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"375,6280",131.300,60,60,0,"100,0%",,-28.525,,"c
-",,"343,2025",159.825,80,80,-,"100,0%",,-
Isparta,109210662,Devlet,Süleyman Demirel Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"375,3137",131.700,140,140,0,"100,0%",,-21.531,,-,,"346,9548",153.231,160,160,-,"100,0%",,-
Malatya,105310779,Devlet,İnönü Ü.,Hemşirelik Fak.,Örgün,-,,"374,6937",132.600,180,180,0,"100,0%",,".
-29.224",,-,,"342,0727",161.824,200,200,-,"100,0%",,-
Konya,204090601,Vakıf,KTO Karatay Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"374,6830",132.600,12,12,0,"100,0%",,-16.381,,-,,"349,4744",148.981,12,12,-,"100,0%",,-
İstanbul,202412182,Vakıf,İstanbul Aydın Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"374,1317",133.400,16,16,0,"m
100,0%",,-14.478,,-,,"350,1359",147.878,13,13,-,"100,0%",,-
Ordu,108310337,Devlet,Ordu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"374,0792",133.500,90,90,0,"100,0%",,-25.467,,-,,"343,6714",158.967,100,100,-,"100,0%",,-
İstanbul,202512596,Vakıf,İstanbul Bilgi Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"373,7640",134.000,10,10,0,"100,0%",,-10.337,,-,,"352,3288",144.337,8,8,-,"100,0%",,-
Aydın,100310943,Devlet,Aydın Adnan Menderes Ü.,Hemşirelik Fak.,Örgün,-,,"372,8622",135.300,200,"i
200",0,"100,0%",,-22.327,,-,,"344,4365",157.627,230,230,-,"100,0%",,-
Mersin,205590077,Vakıf,Toros Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"372,8301",135.300,"l
10",10,0,"100,0%",,-17.776,,-,,"347,0320",153.076,10,10,-,"100,0%",,-
Adıyaman,100210089,Devlet,Adıyaman Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"371,9290",136.600,50,50,0,"100,0%",,-33.328,,-,,"337,8212",169.928,60,60,-,"100,0%",,-
İstanbul,209410012,Vakıf,İstanbul Sağlık ve Teknoloji Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"371,9381","a
136.600",8,8,0,"100,0%",,-22.633,,-,,"343,5238",159.233,8,8,-,"100,0%",,-
İstanbul,201910306,Vakıf,Haliç Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"371,8994",136.700,12,12,0,"100,0%",,-17.083,,-,,"346,6254",153.783,12,12,-,"100,0%",,-
Balıkesir,101510302,Devlet,Balıkesir Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"s
371,5729",137.200,80,80,0,"100,0%",,-25.217,,-,,"341,7421",162.417,100,100,-,"100,0%",,-
Gaziantep,111210017,Devlet,Gaziantep İslam Bilim ve Teknoloji Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"370,9037",138.200,70,70,0,"100,0%",,-28.755,,-,,"339,3610",166.955,90,90,-,"100,0%",,-
İstanbul,206510401,Vakıf,Üsküdar Ü.,Sağlık Bilimleri Fak.,Burslu,"n
-",,"370,8772",138.200,13,13,0,"100,0%",,-12.359,,-,,"348,5198",150.559,12,12,-,"100,0%",,-
İzmir,111110060,Devlet,İzmir Demokrasi Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"370,7395",138.400,60,60,0,"100,0%",,-15.774,,-,,"346,3928",154.174,80,80,-,"100,0%",,-
İstanbul,210302033,Vakıf,İstanbul Beykent Ü.,Sağlık Bilimleri Fak.,"u
Burslu",-,,"370,2017",139.300,10,10,0,"100,0%",,-20.241,,-,,"343,3603",159.541,10,10,-,"100,0%",,-
Balıkesir,110610017,Devlet,Bandırma Onyedi Eylül Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"370,1297",139.400,80,80,0,"100,0%",,-22.544,,-,,"342,0042",161.944,90,90,-,"100,0%",,-
K.Maraş,106010258,Devlet,Kahramanmaraş Sütçü İmam Ü.,".
Sağlık Bilimleri Fak.",Örgün,-,,"369,8165",139.900,70,70,0,"100,0%",,-31.029,,-,,"337,2889",170.929,80,80,-,"100,0%",,-
İzmir,112910021,Devlet,İzmir Bakırçay Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"369,7351",140.000,100,100,0,"100,0%",,-18.764,,-,,"343,7822",158.764,110,110,-,"100,0%",,-
Bolu,100190153,Devlet,Bolu Abant İzzet Baysal Ü.,"w
Sağlık Bilimleri Fak.",Örgün,-,,"369,0627",141.000,140,140,0,"100,0%",,-26.290,,-,,"339,1914",167.290,160,160,-,"100,0%",,-
Antalya,100790686,Devlet,Akdeniz Ü.,Kumluca Sağlık Bilimleri Fak.,Örgün,-,,"368,9854",141.100,25,25,0,"100,0%",,-26.576,,-,,"339,0056",167.676,85,85,-,"100,0%",,-
Gaziantep,201610981,Vakıf,Hasan Kalyoncu Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"368,9161",141.200,17,17,0,"100,0%",,-17.035,,-,,"344,0765",158.235,16,16,-,"100,0%",,-
Manisa,102510635,Devlet,Manisa Celâl Bayar Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"368,8075",141.400,160,160,0,"100,0%",,-24.549,,-,,"339,8770",165.949,185,185,-,"100,0%",,-
İzmir,209610025,Vakıf,İzmir Tınaztepe Ü.,"w
Sağlık Bilimleri Fak.",Burslu,-,,"368,6350",141.700,10,10,0,"100,0%",,-9.516,,-,,"348,1559",151.216,10,10,-,"100,0%",,-
Nevşehir,108010058,Devlet,Nevşehir Hacı Bektaş Veli Ü.,Semra ve Vefa Küçük Sağlık Bilimleri Fak.,Örgün,-,,"368,1070",142.500,110,110,0,"100,0%",,-26.527,,-,,"338,2895",169.027,110,110,-,"100,0%",,-
İstanbul,204713056,Vakıf,İstanbul Okan Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"367,3661",143.600,8,8,0,"100,0%",,-10.833,,-,,"346,2491",154.433,8,8,-,"100,0%",,-
Malatya,111570313,Devlet,"w
Malatya Turgut Özal Ü.",Sağlık Bilimleri Fak.,Örgün,-,,"367,1425",144.000,50,50,0,"100,0%",,-31.626,,-,,"334,8349",175.626,50,50,-,"100,0%",,-
İstanbul,206210185,Vakıf,İstanbul Yeni Yüzyıl Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"366,5273",145.000,10,10,0,"100,0%",,-15.134,,-,,"343,0379",160.134,9,9,-,"100,0%",,-
Yalova,109970307,Devlet,Yalova Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"366,0954",145.700,70,70,0,"100,0%",,-24.250,,-,,"337,8087",169.950,70,70,-,"100,0%",,-
Erzurum,101411319,Devlet,Atatürk Ü.,Hemşirelik Fak.,Örgün,-,,"365,3514",146.900,220,220,0,"100,0%",,-26.602,,-,,"335,9634",173.502,250,250,-,"100,0%",,-
Muğla,107610797,Devlet,Muğla Sıtkı Koçman Ü.,Fethiye Sağlık Bilimleri Fak.,Örgün,-,,"365,0759",147.300,80,80,0,"100,0%",,-26.511,,-,,"335,8100",173.811,140,140,-,"100,0%",,-
İstanbul,209310026,Vakıf,İstanbul Atlas Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"365,0507",147.300,12,12,0,"100,0%",,-16.447,,-,,"341,0308",163.747,12,12,-,"100,0%",,-
Kırıkkale,106610297,Devlet,Kırıkkale Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"364,3464",148.400,90,90,0,"100,0%",,-25.795,,-,,"335,6109",174.195,100,100,-,"100,0%",,-
Niğde,108190170,Devlet,Niğde Ömer Halisdemir Ü.,Zübeyde Hanım Sağlık Bilimleri Fak.,Örgün,-,,"363,7959",149.300,90,90,0,"100,0%",,-29.391,,-,,"333,3077",178.691,100,100,-,"100,0%",,-
Sivas,102610431,Devlet,Sivas Cumhuriyet Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"363,7530",149.400,150,150,0,"100,0%",,-26.383,,-,,"334,7578",175.783,170,170,-,"100,0%",,-
İstanbul,201990515,Vakıf,Haliç Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"363,5023",149.800,10,10,0,"100,0%",,-10.558,,-,,"342,9162",160.358,10,10,-,"100,0%",,-
Uşak,109890149,Devlet,Uşak Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"363,4764",149.900,60,60,0,"100,0%",,-30.533,,-,,"332,4758",180.433,90,90,-,"100,0%",,-
Afyon,112610333,Devlet,Afyonkarahisar Sağlık Bilimleri Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"363,1816",150.400,121,121,0,"100,0%",,-27.429,,-,,"333,7286",177.829,121,121,-,"100,0%",,-
İstanbul,203090132,Vakıf,İstanbul Kültür Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"363,1941",150.400,9,9,0,"100,0%",,-13.005,,-,,"341,2034",163.405,9,9,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Siirt,109010055,Devlet,Siirt Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"362,5657",151.400,80,80,0,"100,0%",,-29.936,,-,,"332,0471",181.336,100,100,-,"100,0%",,-
Hatay,107710239,Devlet,Hatay Mustafa Kemal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"362,4948",151.500,70,70,0,"100,0%",,-31.138,,-,,"331,4063",182.638,70,70,-,"100,0%",,-
Bitlis,102190092,Devlet,Bitlis Eren Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"362,3187",151.800,60,60,0,"100,0%",,-35.197,,-,,"329,4109",186.997,75,75,-,"100,0%",,-
Aksaray,100810505,Devlet,Aksaray Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"362,1310",152.200,50,50,0,"100,0%",,-33.524,,-,,"329,9810",185.724,100,100,-,"100,0%",,-
İstanbul,208710217,Vakıf,İstanbul Kent Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"361,6706",153.000,12,12,0,"100,0%",,-17.337,,-,,"337,6046",170.337,12,12,-,"100,0%",,-
İstanbul,209310070,Vakıf,İstanbul Atlas Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"361,6381",153.000,5,5,0,"100,0%",,-15.696,,-,,"338,4592",168.696,5,5,-,"100,0%",,-
Osmaniye,108510229,Devlet,Osmaniye Korkut Ata Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"360,8357",154.400,70,70,0,"100,0%",,-29.507,,-,,"330,8099",183.907,80,80,-,"100,0%",,-
Tunceli,109510138,Devlet,Munzur Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"360,8200",154.500,40,40,0,"100,0%",,-31.441,,-,,"329,8782",185.941,60,60,-,"100,0%",,-
İstanbul,204790570,Vakıf,İstanbul Okan Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"360,8172",154.500,7,7,0,"100,0%",,-17.770,,-,,"336,5918",172.270,7,7,-,"100,0%",,-
Tekirdağ,107990185,Devlet,Tekirdağ Namık Kemal Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"360,1611",155.600,90,90,0,"100,0%",,-26.707,,-,,"331,5538",182.307,100,100,-,"100,0%",,-
Kırşehir,100610119,Devlet,Kırşehir Ahi Evran Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"359,5143",156.700,80,80,0,"100,0%",,-32.679,,-,,"328,3137",189.379,100,100,-,"100,0%",,-
Kütahya,111410283,Devlet,Kütahya Sağlık Bilimleri Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"359,3707",156.900,130,130,0,"100,0%",,-25.599,,-,,"331,4651",182.499,130,130,-,"100,0%",,-
Bingöl,102010304,Devlet,Bingöl Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"359,2506",157.100,60,60,0,"100,0%",,-33.325,,-,,"327,8261","m
190.425",80,80,-,"100,0%",,-
Amasya,100990030,Devlet,Amasya Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"359,0689",157.400,90,90,0,"100,0%",,-31.928,,-,,"328,3375",189.328,110,110,-,"100,0%",,-
Kocaeli,209710012,Vakıf,Kocaeli Sağlık ve Teknoloji Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"358,9185",157.700,10,10,0,"100,0%",,-13.125,,-,,"337,3374",170.825,9,9,-,"100,0%",,-
İstanbul,202990372,Vakıf,Altınbaş Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"358,8708",157.800,5,5,0,"100,0%",,-,,-,,"o
-",Yeni,-,-,-,-,,-
Burdur,107310455,Devlet,Burdur Mehmet Akif Ersoy Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"358,4339",158.600,100,100,0,"100,0%",,-27.903,,-,,"329,6314",186.503,120,120,-,"100,0%",,-
İstanbul,204110589,Vakıf,Maltepe Ü.,Hemşirelik Y.O.,Burslu,-,,"358,4051",158.600,11,11,0,"100,0%",,-6.039,,"c
-",,"340,5517",164.639,10,10,-,"100,0%",,-
İstanbul,209010033,Vakıf,Fenerbahçe Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"358,3826",158.600,11,11,0,"100,0%",,-10.787,,-,,"338,1062",169.387,10,10,-,"100,0%",,-
Edirne,109410563,Devlet,Trakya Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"358,3289",158.700,120,120,0,"100,0%",,".
-22.556",,-,,"332,0903",181.256,130,130,-,"100,0%",,-
İstanbul,202390243,Vakıf,İstanbul Arel Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"357,6792",159.900,15,15,0,"100,0%",,-10.439,,-,,"337,6036",170.339,11,11,-,"100,0%",,-
Sinop,109110072,Devlet,Sinop Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"357,1685",160.800,100,100,0,"m
100,0%",,-32.249,,-,,"326,6458",193.049,110,110,-,"100,0%",,-
Sakarya,111890200,Devlet,Sakarya Uygulamalı Bilimler Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"357,1983",160.800,70,70,0,"100,0%",,-24.136,,-,,"330,3394",184.936,80,80,-,"100,0%",,-
Nevşehir,203852020,Vakıf,Kapadokya Ü.,Sağlık Bilimleri Y.O.,Burslu,-,,"357,0540",161.100,10,10,0,"100,0%",,-15.968,,-,,"334,1066",177.068,10,10,-,"100,0%",,-
Erzurum,103730111,Devlet,Erzurum Teknik Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"356,9559",161.200,60,"i
60",0,"100,0%",,-26.408,,-,,"329,1321",187.608,60,60,-,"100,0%",,-
Karaman,106310228,Devlet,Karamanoğlu Mehmetbey Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"356,9046",161.300,"l
80",80,0,"100,0%",,-29.331,,-,,"327,7327",190.631,100,100,-,"100,0%",,-
İstanbul,202790538,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"356,1130",162.800,13,13,0,"100,0%",,-12.546,,-,,"334,9854",175.346,12,12,-,"100,0%",,-
Rize,108790094,Devlet,Recep Tayyip Erdoğan Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"355,9458","a
163.100",80,80,0,"100,0%",,-29.905,,-,,"326,6656",193.005,80,80,-,"100,0%",,-
Düzce,103310582,Devlet,Düzce Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"355,7120",163.500,150,150,0,"100,0%",,-26.805,,-,,"327,8841",190.305,170,170,-,"100,0%",,-
İstanbul,205090422,Vakıf,İstanbul Topkapı Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"s
355,7123",163.500,6,6,0,"100,0%",,-13.207,,-,,"334,2908",176.707,4,4,-,"100,0%",,-
İstanbul,202610051,Vakıf,Demiroğlu Bilim Ü.,Florence Nightingale Hastanesi Hemşirelik Y.O.,Burslu,-,,"355,6265",163.700,16,16,0,"100,0%",,-15.166,,-,,"333,2284",178.866,13,13,-,"100,0%",,-
Tokat,104310622,Devlet,Tokat Gaziosmanpaşa Ü.,Sağlık Bilimleri Fak.,Örgün,"n
-",,"355,5719",163.800,120,120,0,"100,0%",,-29.506,,-,,"326,5244",193.306,120,120,-,"100,0%",,-
Konya,204090615,Vakıf,KTO Karatay Ü.,Sağlık Bilimleri Fak.,%50 İnd.,-,,"355,5362",163.800,5,5,0,"100,0%",,-3.088,,₺223.300,,"339,3944",166.888,5,5,-,"100,0%",,₺135.300
K.Maraş,112270866,Devlet,Kahramanmaraş İstiklal Ü.,Sağlık Bilimleri Fak.,"u
Örgün",-,,"355,5159",163.900,50,50,0,"100,0%",,-35.013,,-,,"324,0402",198.913,50,50,-,"100,0%",,-
Adıyaman,100290172,Devlet,Adıyaman Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"354,6184",165.500,30,30,0,"100,0%",,-35.826,,-,,"322,9796",201.326,30,30,-,"100,0%",,-
Konya,107090368,Devlet,Necmettin Erbakan Ü.,".
Seydişehir Kamil Akkanat Sağlık Bilimleri Fak.",Örgün,-,,"354,4651",165.800,50,50,0,"100,0%",,-26.497,,-,,"326,9914",192.297,70,70,-,"100,0%",,-
İstanbul,201790220,Vakıf,İstanbul Gedik Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"354,4260",165.900,7,7,0,"100,0%",,-6.276,,-,,"336,6420",172.176,5,5,-,"100,0%",,-
Muş,107810035,Devlet,Muş Alparslan Ü.,"w
Sağlık Bilimleri Fak.",Örgün,-,,"354,3711",166.000,72,72,0,"100,0%",,-33.634,,-,,"323,7248",199.634,110,110,-,"100,0%",,-
Bilecik,101910176,Devlet,Bilecik Şeyh Edebali Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"354,1434",166.400,70,70,0,"100,0%",,-28.405,,-,,"325,8662",194.805,90,90,-,"100,0%",,-
Ağrı,100590148,Devlet,Ağrı İbrahim Çeçen Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"354,1110",166.400,50,50,0,"100,0%",,-38.093,,-,,"321,6762",204.493,90,90,-,"100,0%",,-
Erzincan,103610376,Devlet,Erzincan Binali Yıldırım Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"353,4551",167.700,100,100,0,"100,0%",,-31.864,,-,,"323,7521",199.564,110,110,-,"100,0%",,-
İstanbul,209010093,Vakıf,Fenerbahçe Ü.,"w
Sağlık Bilimleri Fak.",Burslu,İng.,,"353,4462",167.700,7,7,0,"100,0%",,-17.571,,-,,"330,1830",185.271,7,7,-,"100,0%",,-
Zonguldak,110310665,Devlet,Zonguldak Bülent Ecevit Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"353,3301",167.900,140,140,0,"100,0%",,-26.828,,-,,"325,9011",194.728,150,150,-,"100,0%",,-
Bartın,101690100,Devlet,Bartın Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"352,9006",168.700,70,70,0,"100,0%",,-31.000,,-,,"323,6893",199.700,75,75,-,"100,0%",,-
İstanbul,201290300,Vakıf,"w
Doğuş Ü.",Sağlık Bilimleri Y.O.,Burslu,-,,"352,9012",168.700,8,8,0,"100,0%",,-10.648,,-,,"332,9891",179.348,8,8,-,"100,0%",,-
İstanbul,208750257,Vakıf,İstanbul Kent Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"352,6203",169.200,7,7,0,"100,0%",,-12.716,,-,,"331,7364",181.916,7,7,-,"100,0%",,-
İstanbul,210402327,Vakıf,İstanbul Nişantaşı Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"352,5685",169.300,15,15,0,"100,0%",,-9.436,,-,,"333,2839",178.736,8,8,-,"100,0%",,-
İstanbul,209810057,Vakıf,İstanbul Galata Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"352,2289",170.000,7,7,0,"100,0%",,-11.907,,-,,"331,7398",181.907,7,7,-,"100,0%",,-
Kastamonu,106410457,Devlet,Kastamonu Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"352,0339",170.400,80,80,0,"100,0%",,-29.417,,-,,"323,6332",199.817,90,90,-,"100,0%",,-
Şırnak,109370188,Devlet,Şırnak Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"351,8872",170.600,40,40,0,"100,0%",,-37.870,,-,,"320,0181",208.470,40,40,-,"100,0%",,-
Çorum,105110118,Devlet,Hitit Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"351,4605",171.500,90,90,0,"100,0%",,-30.113,,-,,"322,8499",201.613,90,90,-,"100,0%",,-
Konya,108910843,Devlet,Selçuk Ü.,Akşehir Kadir Yallagöz Sağlık Y.O.,Örgün,-,,"350,6282",173.100,60,60,0,"100,0%",,-24.437,,-,,"324,6378",197.537,80,80,-,"100,0%",,-
Konya,108990582,Devlet,Selçuk Ü.,Kulu Sağlık Bilimleri Fak.,Örgün,-,,"350,4100",173.500,40,40,0,"100,0%",,-28.142,,-,,"322,8375",201.642,40,40,-,"100,0%",,-
İstanbul,202790541,Vakıf,İstanbul Gelişim Ü.,Sağlık Bilimleri Fak.,Burslu,İng.,,"350,4118",173.500,10,10,0,"100,0%",,-11.921,,-,,"330,1158",185.421,7,7,-,"100,0%",,-
Antalya,210100423,Vakıf,Alanya Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"350,4048",173.500,5,5,0,"100,0%",,-,,-,,-,Yeni,-,-,-,-,,-
Giresun,104510205,Devlet,Giresun Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"350,2589",173.800,110,110,0,"100,0%",,-32.057,,-,,"321,0964",205.857,120,120,-,"100,0%",,-
Çankırı,102810271,Devlet,Çankırı Karatekin Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"350,1950",173.900,90,90,0,"100,0%",,-29.717,,-,,"322,0273",203.617,100,100,-,"100,0%",,-
Lokasyon,Kodu,Ün.Türü,Üniversite Adı,Fakültesi & Yüksekokulu,Öğr.Şekli,Özelliği,.,Taban P.,Yk.Tab.S.,Kon.,Yer.,Boş,Dol.%,.,DEĞİŞİMİ,.,Bilgisi,.,Taban P.,Taban S.,Kon.,Yer.,Boş,Dol.%,.,Bilgisi
Erzurum,101490363,Devlet,Atatürk Ü.,Hemşirelik Fak.,Örgün,İng.,,"350,2000",173.900,50,50,0,"100,0%",,-27.915,,-,,"322,7594",201.815,50,50,-,"100,0%",,-
Trabzon,200310615,Vakıf,Avrasya Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"350,0958",174.100,8,8,0,"100,0%",,-6.822,,-,,"332,2482",180.922,8,8,-,"100,0%",,-
Yozgat,102390049,Devlet,Yozgat Bozok Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"349,8944",174.500,100,100,0,"100,0%",,-31.397,,-,,"321,0764",205.897,100,100,-,"100,0%",,-
Kırklareli,106770751,Devlet,Kırklareli Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"349,8716",174.600,80,80,0,"100,0%",,-30.948,,-,,"321,2236",205.548,100,100,-,"100,0%",,-
Kilis,106810065,Devlet,Kilis 7 Aralık Ü.,Yusuf Şerefoğlu Sağlık Bilimleri Fak.,Örgün,-,,"349,6740",175.000,100,100,0,"100,0%",,-35.826,,-,,"319,0533",210.826,120,120,-,"100,0%",,-
İstanbul,202650623,Vakıf,Demiroğlu Bilim Ü.,Florence Nightingale Hastanesi Hemşirelik Y.O.,Burslu,İng.,,"349,5527",175.200,7,7,0,"100,0%",,-5.274,,-,,"332,4517",180.474,5,5,-,"100,0%",,-
Burdur,107310394,Devlet,Burdur Mehmet Akif Ersoy Ü.,Bucak Sağlık Y.O.,Örgün,-,,"348,4031",177.400,70,70,0,"100,0%",,-23.334,,-,,"323,2473",200.734,80,80,-,"100,0%",,-
Tokat,104390158,Devlet,Tokat Gaziosmanpaşa Ü.,Erbaa Sağlık Bilimleri Fak.,Örgün,-,,"347,7443",178.800,40,40,0,"100,0%",,-31.576,,-,,"319,2412",210.376,60,60,-,"100,0%",,-
Iğdır,105290076,Devlet,Iğdır Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"347,2712",179.700,40,40,0,"100,0%",,-33.110,,-,,"318,2601",212.810,60,60,-,"100,0%",,-
Karabük,106110875,Devlet,Karabük Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"346,8934",180.400,80,80,0,"100,0%",,-29.165,,-,,"319,5787",209.565,100,100,-,"100,0%",,-
Artvin,101310252,Devlet,Artvin Çoruh Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"346,4300",181.200,70,70,0,"100,0%",,-29.005,,-,,"319,3063",210.205,85,85,-,"100,0%",,-
K.Maraş,106010531,Devlet,Kahramanmaraş Sütçü İmam Ü.,Afşin Sağlık Y.O.,Örgün,-,,"346,0980",181.900,40,40,0,"100,0%",,-33.689,,-,,"317,1982",215.589,60,60,-,"100,0%",,-
İstanbul,208151365,Vakıf,İstanbul Rumeli Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"346,0262",182.100,14,14,0,"100,0%",,-38.758,,-,,"315,1340","m
220.858",29,29,-,"100,0%",,-
Gümüşhane,104710354,Devlet,Gümüşhane Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"345,9264",182.300,90,90,0,"100,0%",,-29.888,,-,,"318,5003",212.188,90,90,-,"100,0%",,-
İstanbul,207590128,Vakıf,İstanbul Esenyurt Ü.,Sağlık Bilimleri Fak.,Burslu,-,,"345,1500",183.800,9,9,0,"100,0%",,-2.476,,-,,"329,7313",186.276,8,8,-,"100,0%",,-
Kars,105910437,Devlet,Kafkas Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"344,7976",184.500,150,150,0,"100,0%",,-33.572,,-,,"o
316,2033",218.072,160,160,-,"100,0%",,-
Hakkari,104970194,Devlet,Hakkari Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"344,5650",185.000,40,40,0,"100,0%",,-32.592,,-,,"316,3931",217.592,40,40,-,"100,0%",,-
Bayburt,101890077,Devlet,Bayburt Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"344,2366",185.700,50,50,0,"100,0%",,-29.376,,"c
-",,"317,3938",215.076,50,50,-,"100,0%",,-
Şanlıurfa,105010394,Devlet,Harran Ü.,Viranşehir Sağlık Y.O.,Örgün,-,,"344,2127",185.700,30,30,0,"100,0%",,31.570,,-,,"346,4208",154.130,120,120,-,"100,0%",,-
Ardahan,101290324,Devlet,Ardahan Ü.,Sağlık Bilimleri Fak.,Örgün,-,,"344,0653",186.000,30,30,0,"100,0%",,".
-34.601",,-,,"315,2325",220.601,30,30,-,"100,0%",,-
Edirne,109410818,Devlet,Trakya Ü.,Keşan Hakkı Yörük Sağlık Y.O.,Örgün,-,,"341,6774",190.800,80,80,0,"100,0%",,-25.788,,-,,"316,7977",216.588,100,100,-,"100,0%",,-
Yozgat,102390119,Devlet,Yozgat Bozok Ü.,Akdağmadeni Sağlık Y.O.,Örgün,-,,"341,5547",191.100,40,40,0,"m
100,0%",,-29.015,,-,,"315,4264",220.115,80,80,-,"100,0%",,-
